Company Name,Customer Class,Product,Effective Start Date (mm/dd/yyyy),Effective End Date(mm/dd/yyyy),Contract Length(months),Electricity $/kWh,Service Area
"Mountain View Power","Farm","3 Year Irrigation Base Electricity Rate","09/25/2024","","36",="0.0945","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Mountain View Power","Home,Small Business,Farm","Pre-Solar Rate (+Signed Contract)","09/25/2024","","0",="0.0669","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Mountain View Power","Home,Small Business,Farm","LO-Export MicroGen Solar Club Rate","09/25/2024","","36",="0.0945","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Mountain View Power","Farm","LO-Export Irrigation MicroGen Solar Club Rate","09/25/2024","","36",="0.0945","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Acorn Energy","Home,Small Business,Farm","1 Year Discount Electricity Rate (+ Prudential)","09/25/2024","","12",="0.0944","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Acorn Energy","Farm","LO Export Irrigation MicroGen Solar Club Rate","09/25/2024","","36",="0.0945","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Acorn Energy","Home,Small Business,Farm","LO Export MicroGen Solar Club Rate","09/25/2024","","36",="0.0945","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Acorn Energy","Home,Small Business,Farm","Pre-Solar Rate (+Signed Contract)","09/25/2024","","0",="0.0669","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Acorn Energy","Farm","3 Year Irrigation Base Electricity Rate","09/25/2024","","36",="0.0945","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Acorn Energy","Farm","3 Year Irrigation Discount Electricity Rate (+ Prudential)","09/25/2024","","36",="0.0925","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Acorn Energy","Farm","3 Year Farm Base Electricity Rate","09/25/2024","","36",="0.0945","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Acorn Energy","Farm","3 Year Farm Discount Electricity Rate (+ Prudential)","09/25/2024","","36",="0.0925","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Acorn Energy","Small Business","3 Year Large Business Rate (+ Prudential)","09/25/2024","","36",="0.0935","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Acorn Energy","Small Business","3 Year Non-Profit/Church/Charity Rate ","09/25/2024","","36",="0.0925","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Acorn Energy","Home,Small Business","3 Year Base Electricity Rate","09/25/2024","","36",="0.0945","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Acorn Energy","Home,Small Business","3 Year Discount Electricity Rate (+ Prudential)","09/25/2024","","36",="0.0925","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Acorn Energy","Home,Small Business,Farm","1 Year Base Electricity Rate","09/25/2024","","12",="0.0964","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Acorn Energy","Home","Winter Introductory Rate (+ Prudential)","09/25/2024","04/30/2025","0",="0.0669","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Echo Energy","Home,Small Business,Farm","1 Year Super Saver Electricity Rate","09/25/2024","","12",="0.0954","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Echo Energy","Home","3 Year Senior Residential Electricity Rate","09/25/2024","","36",="0.0924","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Echo Energy","Home,Small Business","3 Year Base Electricity Rate","09/25/2024","","36",="0.0934","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Echo Energy","Farm","3 Year Farm Base Electricity Rate","09/25/2024","","36",="0.0964","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Echo Energy","Home,Small Business","Pre-Solar Rate (+Signed Contract)","09/25/2024","","0",="0.0669","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Echo Energy","Home,Small Business,Farm","LO-Export MicroGen Solar Club Rate","09/25/2024","","36",="0.0945","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Echo Energy","Farm","LO-Export Irrigation MicroGen Solar Club Rate","09/25/2024","","36",="0.0945","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Echo Energy","Home,Small Business,Farm","Winter Introductory Rate (+ Prudential)","09/25/2024","09/23/2024","0",="0.0669","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Sandstone Energy","Home","Winter Introductory Rate (+ Prudential)","09/25/2024","","12",="0.0669","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Sandstone Energy","Home","1 Year Electricity Senior Discount Rate (+ Prudential)","09/25/2024","","12",="0.0934","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Sandstone Energy","Home,Small Business,Farm","1 Year Electricity Discount Rate (+ Prudential)","09/25/2024","","12",="0.0944","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Sandstone Energy","Home,Small Business,Farm","1 Year Electricity Base Rate","09/25/2024","","12",="0.0954","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Sandstone Energy","Home","3 Year Electricity Senior Discount Rate (+ Prudential)","09/25/2024","","36",="0.0921","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Sandstone Energy","Home,Small Business","3 Year Electricity Discount Rate (+ Prudential)","09/25/2024","","36",="0.0925","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Sandstone Energy","Home,Small Business","3 Year Electricity Base Rate","09/25/2024","","36",="0.0945","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Sandstone Energy","Farm","3 Year Farm Discount Rate (+ Prudential)","09/25/2024","","36",="0.0925","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Sandstone Energy","Farm","3 Year Farm Base Rate ","09/25/2024","","36",="0.0945","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Sandstone Energy","Farm","3 Year Irrigation Electricity Discount Rate (+ Prudential)","09/25/2024","","36",="0.0925","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Sandstone Energy","Farm","3 Year Irrigation Electricity Base Rate","09/25/2024","","36",="0.0945","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Sandstone Energy","Home,Small Business,Farm","Pre-Solar Rate (+Signed Contract)","09/25/2024","","0",="0.0669","ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Sandstone Energy","Home,Small Business,Farm","LO Export MicroGen Solar Club Rate","09/25/2024","","36",="0.0945","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Sandstone Energy","Farm","LO Export Irrigation MicroGen Solar Club Rate","09/25/2024","","36",="0.0945","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,Battle River Power Coop,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Vector Energy","Home,Farm","Winter Introductory Rate (+ Prudential)","09/25/2024","04/30/2025","0",="0.0669","ATCO Electric,ATCO Gas North,ATCO Gas South,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Vector Energy","Farm","LO-Export Irrigation MicroGen Solar Club Rate","09/25/2024","","36",="0.0945","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Vector Energy","Home,Small Business,Farm","LO-Export MicroGen Solar Club Rate","09/25/2024","","36",="0.0945","Apex Utilities Inc.,ATCO Electric,ATCO Gas North,ATCO Gas South,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Vector Energy","Home,Small Business,Farm","Pre-Solar Rate (+Signed Contract)","09/25/2024","","0",="0.0669","ATCO Electric,ATCO Gas North,ATCO Gas South,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
"Vector Energy","Farm","3 Year Irrigation Electricity Base Rate","09/25/2024","","36",="0.0945","ATCO Electric,ATCO Gas North,ATCO Gas South,City of Lethbridge,City of Red Deer,ENMAX,EPCOR,FortisAlberta,Heart River REA Ltd.,Kneehill REA Ltd.,MacKenzie REA Ltd.,Mayerthorpe &amp; Dist. REA Ltd.,Montana REA Ltd.,Sterling REA Ltd.,Stony Plain REA Ltd.,Tomahawk REA Ltd.,Town of Cardston,Town of Ponoka,West Liberty REA Ltd.,West Wetaskiwin REA Ltd.,Willingdon REA Ltd.,Zawale REA Ltd."
